gene_A	gene_B	type_A	type_B
ITGA2	ITGA2	R	L
ITGA3	ITGA3	R	L
ITGA7	ITGA7	R	L
ITGA9	ITGA9	R	L
ITGAV	ITGAV	R	L
ITGB8	ITGB8	R	L
ITGB4	ITGB4	R	L
ITGA10	ITGA10	R	L
PRNP	PRNP	R	L
ITGB3	ITGB3	R	L
ITGA2B	ITGA2B	R	L
ITGA5	ITGA5	R	L
ITGA4	ITGA4	R	L
CD44	CD44	R	L
ITGB5	ITGB5	R	L
ITGB6	ITGB6	R	L
SDC1	SDC1	R	L
ITGB7	ITGB7	R	L
PIK3R1	PIK3R1	R	L
PIK3CA	PIK3CA	R	L
BCAM	BCAM	R	L
ITGA8	ITGA8	R	L
ITGA1	ITGA1	R	L
DAG1	DAG1	R	L
SV2C	SV2C	R	L
SV2B	SV2B	R	L
ITGA11	ITGA11	R	L
STAT3	STAT3	R	L
TLR4	TLR4	R	L
ELANE	ELANE	R	L
CCR2	CCR2	R	L
CCR6	CCR6	R	L
ITGA2	ITGA2	R	L
ITGB1	ITGB1	R	L
ITGA10	ITGA10	R	L
ITGB3	ITGB3	R	L
ITGAV	ITGAV	R	L
ITGA2B	ITGA2B	R	L
ITGA5	ITGA5	R	L
ITGA4	ITGA4	R	L
ITGB4	ITGB4	R	L
ITGB5	ITGB5	R	L
ITGB6	ITGB6	R	L
ITGA6	ITGA6	R	L
ITGA3	ITGA3	R	L
ITGB7	ITGB7	R	L
ITGB8	ITGB8	R	L
ITGA8	ITGA8	R	L
ITGA1	ITGA1	R	L
ITGA7	ITGA7	R	L
ITGA9	ITGA9	R	L
ITGA11	ITGA11	R	L
CXCR6	CXCR6	R	L
ACKR2	ACKR2	R	L
ADRA2A	ADRA2A	R	L
CXCR1	CXCR1	R	L
CXCR2	CXCR2	R	L
CCR1	CCR1	R	L
CCR7	CCR7	R	L
CXCR5	CXCR5	R	L
CCR2	CCR2	R	L
CCR10	CCR10	R	L
XCR1	XCR1	R	L
MTNR1A	MTNR1A	R	L
CX3CR1	CX3CR1	R	L
CXCR3	CXCR3	R	L
CCR3	CCR3	R	L
CCR4	CCR4	R	L
CCR5	CCR5	R	L
CCR6	CCR6	R	L
CCR8	CCR8	R	L
CCR9	CCR9	R	L
CXCR4	CXCR4	R	L
GRM7	GRM7	R	L
ACKR4	ACKR4	R	L
CXCR6	CXCR6	R	L
ADRA2A	ADRA2A	R	L
CXCR1	CXCR1	R	L
CXCR2	CXCR2	R	L
CCR1	CCR1	R	L
CCR7	CCR7	R	L
CXCR5	CXCR5	R	L
CCR2	CCR2	R	L
CCR10	CCR10	R	L
XCR1	XCR1	R	L
MTNR1A	MTNR1A	R	L
CX3CR1	CX3CR1	R	L
CXCR3	CXCR3	R	L
CCR3	CCR3	R	L
CCR4	CCR4	R	L
CCR5	CCR5	R	L
CCR6	CCR6	R	L
CCR8	CCR8	R	L
CCR9	CCR9	R	L
CXCR4	CXCR4	R	L
GRM7	GRM7	R	L
ACKR1	ACKR1	R	L
HRH4	HRH4	R	L
LDLR	LDLR	R	L
ADRB2	ADRB2	R	L
LRP2	LRP2	R	L
EGFR	EGFR	R	L
IGF1R	IGF1R	R	L
MET	MET	R	L
PDGFRB	PDGFRB	R	L
FGFR1	FGFR1	R	L
PDGFRA	PDGFRA	R	L
PLCG1	PLCG1	R	L
FGFR2	FGFR2	R	L
FGFR4	FGFR4	R	L
FGFR3	FGFR3	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
PIK3CA	PIK3CA	R	L
MMP14	MMP14	R	L
FGFRL1	FGFRL1	R	L
ADGRL1	ADGRL1	R	L
UNC5C	UNC5C	R	L
ADGRL2	ADGRL2	R	L
UNC5D	UNC5D	R	L
UNC5A	UNC5A	R	L
UNC5B	UNC5B	R	L
EGFR	EGFR	R	L
IGF1R	IGF1R	R	L
MET	MET	R	L
PDGFRB	PDGFRB	R	L
FGFR1	FGFR1	R	L
PDGFRA	PDGFRA	R	L
PLCG1	PLCG1	R	L
FGFR2	FGFR2	R	L
FGFR4	FGFR4	R	L
FGFR3	FGFR3	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
PIK3CA	PIK3CA	R	L
GAS1	GAS1	R	L
PTCH1	PTCH1	R	L
CDON	CDON	R	L
SMO	SMO	R	L
BOC	BOC	R	L
PTCH2	PTCH2	R	L
HHIP	HHIP	R	L
VCAM1	VCAM1	R	L
TNFRSF1A	TNFRSF1A	R	L
TNFRSF8	TNFRSF8	R	L
STAT3	STAT3	R	L
MAPK8	MAPK8	R	L
BIRC2	BIRC2	R	L
CD163	CD163	R	L
TNFRSF25	TNFRSF25	R	L
MAP3K14	MAP3K14	R	L
TNFRSF12A	TNFRSF12A	R	L
GNRHR	GNRHR	R	L
PTPRU	PTPRU	R	L
GNRHR2	GNRHR2	R	L
TNFRSF6B	TNFRSF6B	R	L
LTBR	LTBR	R	L
STAT3	STAT3	R	L
TNFRSF14	TNFRSF14	R	L
NRAS	NRAS	R	L
KRAS	KRAS	R	L
FGFR1	FGFR1	R	L
MAPK1	MAPK1	R	L
HCRTR1	HCRTR1	R	L
HCRTR2	HCRTR2	R	L
KDR	KDR	R	L
STAT3	STAT3	R	L
NPFFR2	NPFFR2	R	L
LILRB3	LILRB3	R	L
LILRB2	LILRB2	R	L
H3BM21	H3BM21	R	L
ITGAV	ITGAV	R	L
ITGB3	ITGB3	R	L
ITGA5	ITGA5	R	L
ITGB1	ITGB1	R	L
ITGB5	ITGB5	R	L
PTK2	PTK2	R	L
CD5	CD5	R	L
FLT4	FLT4	R	L
KDR	KDR	R	L
NRP2	NRP2	R	L
EGFR	EGFR	R	L
ERBB2	ERBB2	R	L
ITGB1	ITGB1	R	L
PRKCB	PRKCB	R	L
IGF1R	IGF1R	R	L
MET	MET	R	L
ITGA5	ITGA5	R	L
PDGFRB	PDGFRB	R	L
ITGA4	ITGA4	R	L
PDGFRA	PDGFRA	R	L
PRKCA	PRKCA	R	L
ITGA2	ITGA2	R	L
FLT1	FLT1	R	L
PIK3R1	PIK3R1	R	L
NOS3	NOS3	R	L
PIK3CA	PIK3CA	R	L
MAP2K4	MAP2K4	R	L
ITGA1	ITGA1	R	L
PRKCE	PRKCE	R	L
PRKCZ	PRKCZ	R	L
SOS1	SOS1	R	L
ITGA9	ITGA9	R	L
EPHA1	EPHA1	R	L
EPHA2	EPHA2	R	L
EPHA3	EPHA3	R	L
EPHA8	EPHA8	R	L
EPHA5	EPHA5	R	L
EPHA4	EPHA4	R	L
EPHA7	EPHA7	R	L
EPHA10	EPHA10	R	L
EPHA6	EPHA6	R	L
CXCR6	CXCR6	R	L
ADRA2A	ADRA2A	R	L
CXCR1	CXCR1	R	L
CXCR2	CXCR2	R	L
HTR2A	HTR2A	R	L
CCR1	CCR1	R	L
CCR7	CCR7	R	L
CXCR5	CXCR5	R	L
OPRD1	OPRD1	R	L
CCR2	CCR2	R	L
CCR10	CCR10	R	L
XCR1	XCR1	R	L
MTNR1A	MTNR1A	R	L
CX3CR1	CX3CR1	R	L
CXCR3	CXCR3	R	L
CCR3	CCR3	R	L
CCR4	CCR4	R	L
CCR5	CCR5	R	L
CCR6	CCR6	R	L
CCR8	CCR8	R	L
CCR9	CCR9	R	L
CXCR4	CXCR4	R	L
GRM7	GRM7	R	L
ACKR1	ACKR1	R	L
ACKR4	ACKR4	R	L
EGFR	EGFR	R	L
IGF1R	IGF1R	R	L
MET	MET	R	L
PDGFRB	PDGFRB	R	L
FGFR1	FGFR1	R	L
PDGFRA	PDGFRA	R	L
PLCG1	PLCG1	R	L
FGFR2	FGFR2	R	L
FGFR4	FGFR4	R	L
FGFR3	FGFR3	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
PIK3CA	PIK3CA	R	L
F2R	F2R	R	L
TGFBR1	TGFBR1	R	L
ACVR2A	ACVR2A	R	L
PTGS2	PTGS2	R	L
BMPR1A	BMPR1A	R	L
ACVR2B	ACVR2B	R	L
ACVR1C	ACVR1C	R	L
HAS2	HAS2	R	L
FXYD6	FXYD6	R	L
GFRA4	GFRA4	R	L
RET	RET	R	L
GFRA2	GFRA2	R	L
GFRA3	GFRA3	R	L
SDC3	SDC3	R	L
GFRA1	GFRA1	R	L
KDR	KDR	R	L
FGF8	FGF8	R	L
ITGA6	ITGA6	R	L
ITGB1	ITGB1	R	L
ITGA4	ITGA4	R	L
CCR4	CCR4	R	L
SDC1	SDC1	R	L
GPC1	GPC1	R	L
ROBO2	ROBO2	R	L
FLRT3	FLRT3	R	L
ROBO1	ROBO1	R	L
ROBO4	ROBO4	R	L
ROBO2	ROBO2	R	L
ROBO1	ROBO1	R	L
CD28	CD28	R	L
CTLA4	CTLA4	R	L
ICOS	ICOS	R	L
ITGA1	ITGA1	R	L
ITGB1	ITGB1	R	L
PLXNC1	PLXNC1	R	L
UNC5D	UNC5D	R	L
TREM1	TREM1	R	L
TGFB1	TGFB1	R	L
ACVR2A	ACVR2A	R	L
ACVR1B	ACVR1B	R	L
ACVR2B	ACVR2B	R	L
CD36	CD36	R	L
PTPRD	PTPRD	R	L
TNFRSF11B	TNFRSF11B	R	L
TNFRSF13B	TNFRSF13B	R	L
TNFRSF1A	TNFRSF1A	R	L
FAS	FAS	R	L
SDC2	SDC2	R	L
TNFRSF17	TNFRSF17	R	L
TNFRSF14	TNFRSF14	R	L
ADGRB3	ADGRB3	R	L
EGFR	EGFR	R	L
SRC	SRC	R	L
GRIA1	GRIA1	R	L
EGFR	EGFR	R	L
IGF1R	IGF1R	R	L
MET	MET	R	L
PDGFRB	PDGFRB	R	L
FGFR1	FGFR1	R	L
PDGFRA	PDGFRA	R	L
PLCG1	PLCG1	R	L
FGFR2	FGFR2	R	L
FGFR4	FGFR4	R	L
FGFR3	FGFR3	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
PIK3CA	PIK3CA	R	L
CD36	CD36	R	L
GREM1	GREM1	R	L
APP	APP	R	L
SDC1	SDC1	R	L
GPC1	GPC1	R	L
DCC	DCC	R	L
CXCL12	CXCL12	R	L
ROBO4	ROBO4	R	L
ROBO3	ROBO3	R	L
ROBO2	ROBO2	R	L
PLXNA1	PLXNA1	R	L
ROBO1	ROBO1	R	L
EGFR	EGFR	R	L
LRP4	LRP4	R	L
LRP5	LRP5	R	L
LRP6	LRP6	R	L
WNT3A	WNT3A	R	L
LRP1	LRP1	R	L
KREMEN2	KREMEN2	R	L
KREMEN1	KREMEN1	R	L
WNT6	WNT6	R	L
PTPRD	PTPRD	R	L
PTPRS	PTPRS	R	L
PTPRD	PTPRD	R	L
PTPRS	PTPRS	R	L
PTCH1	PTCH1	R	L
SHH	SHH	R	L
NRP1	NRP1	R	L
PLXNA2	PLXNA2	R	L
PLXNA3	PLXNA3	R	L
PLXNA4	PLXNA4	R	L
PLXNA1	PLXNA1	R	L
NRP2	NRP2	R	L
PLXND1	PLXND1	R	L
TNFRSF6B	TNFRSF6B	R	L
CCR9	CCR9	R	L
TNFRSF25	TNFRSF25	R	L
NRXN1	NRXN1	R	L
A0A0A0MR89	A0A0A0MR89	R	L
NRXN1	NRXN1	R	L
NRXN3	NRXN3	R	L
NRXN2	NRXN2	R	L
PTPN1	PTPN1	R	L
RAF1	RAF1	R	L
ITGB1	ITGB1	R	L
ITGA5	ITGA5	R	L
PTK2	PTK2	R	L
MAP3K5	MAP3K5	R	L
ACVR1B	ACVR1B	R	L
ACVR2A	ACVR2A	R	L
TGFBR1	TGFBR1	R	L
ACVR2B	ACVR2B	R	L
BMPR1B	BMPR1B	R	L
BMPR1A	BMPR1A	R	L
BMPR2	BMPR2	R	L
ACVR1C	ACVR1C	R	L
ACVR2A	ACVR2A	R	L
ACVRL1	ACVRL1	R	L
ACVR2B	ACVR2B	R	L
BMPR2	BMPR2	R	L
BMPR1B	BMPR1B	R	L
BMPR1A	BMPR1A	R	L
ACVR1	ACVR1	R	L
EGFR	EGFR	R	L
TGFB1	TGFB1	R	L
TH	TH	R	L
MAPK3	MAPK3	R	L
PTK2	PTK2	R	L
UTS2R	UTS2R	R	L
TNFSF15	TNFSF15	R	L
FASLG	FASLG	R	L
SIGLEC10	SIGLEC10	R	L
CLDN16	CLDN16	R	L
C9J2B6	C9J2B6	R	L
H0Y8R2	H0Y8R2	R	L
DSCAM	DSCAM	R	L
TRIO	TRIO	R	L
UNC5C	UNC5C	R	L
FYN	FYN	R	L
SRC	SRC	R	L
PIK3R1	PIK3R1	R	L
ADORA2B	ADORA2B	R	L
NOS3	NOS3	R	L
MAP2K2	MAP2K2	R	L
PIK3CA	PIK3CA	R	L
MCAM	MCAM	R	L
DCC	DCC	R	L
DAPK1	DAPK1	R	L
MAP2K1	MAP2K1	R	L
UNC5D	UNC5D	R	L
UNC5A	UNC5A	R	L
UNC5B	UNC5B	R	L
NEO1	NEO1	R	L
CXCR6	CXCR6	R	L
CXCR1	CXCR1	R	L
CXCR2	CXCR2	R	L
CCR1	CCR1	R	L
CCR7	CCR7	R	L
CXCR5	CXCR5	R	L
CCR2	CCR2	R	L
CCR10	CCR10	R	L
XCR1	XCR1	R	L
CX3CR1	CX3CR1	R	L
CXCR3	CXCR3	R	L
CCR3	CCR3	R	L
CCR4	CCR4	R	L
CCR5	CCR5	R	L
CCR6	CCR6	R	L
CCR8	CCR8	R	L
CCR9	CCR9	R	L
CXCR4	CXCR4	R	L
ILDR2	ILDR2	R	L
EGFR	EGFR	R	L
IGF1R	IGF1R	R	L
MET	MET	R	L
PDGFRB	PDGFRB	R	L
FGFR1	FGFR1	R	L
PDGFRA	PDGFRA	R	L
PLCG1	PLCG1	R	L
FGFR2	FGFR2	R	L
FGFR4	FGFR4	R	L
FGFR3	FGFR3	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
PIK3CA	PIK3CA	R	L
NR0B2	NR0B2	R	L
KLB	KLB	R	L
IL1RAP	IL1RAP	R	L
IL1RL1	IL1RL1	R	L
ULK1	ULK1	R	L
GSK3B	GSK3B	R	L
WNT5A	WNT5A	R	L
WNT3A	WNT3A	R	L
WNT5B	WNT5B	R	L
MRC2	MRC2	R	L
WNT6	WNT6	R	L
MMP2	MMP2	R	L
ITGA1	ITGA1	R	L
ITGB1	ITGB1	R	L
LILRB3	LILRB3	R	L
TEK	TEK	R	L
LILRB2	LILRB2	R	L
ROBO2	ROBO2	R	L
LINGO1	LINGO1	R	L
ADAM23	ADAM23	R	L
RAF1	RAF1	R	L
RTN4R	RTN4R	R	L
KLRD1	KLRD1	R	L
TNFRSF14	TNFRSF14	R	L
BMPR1A	BMPR1A	R	L
ACVR2A	ACVR2A	R	L
TGFBR1	TGFBR1	R	L
ACVR1	ACVR1	R	L
ACVR2B	ACVR2B	R	L
TNF	TNF	R	L
IL6R	IL6R	R	L
LILRA3	LILRA3	R	L
KIR3DL3	KIR3DL3	R	L
KLRG2	KLRG2	R	L
FZD9	FZD9	R	L
MUSK	MUSK	R	L
FZD6	FZD6	R	L
FZD7	FZD7	R	L
LRP6	LRP6	R	L
GNAS	GNAS	R	L
YES1	YES1	R	L
CSNK1A1	CSNK1A1	R	L
FZD5	FZD5	R	L
FZD2	FZD2	R	L
FZD8	FZD8	R	L
FZD3	FZD3	R	L
FZD4	FZD4	R	L
FZD10	FZD10	R	L
FZD1	FZD1	R	L
STAT3	STAT3	R	L
PRKCD	PRKCD	R	L
SMO	SMO	R	L
ITGAM	ITGAM	R	L
ITGB2	ITGB2	R	L
TLR4	TLR4	R	L
ABL1	ABL1	R	L
ASGR1	ASGR1	R	L
ASGR2	ASGR2	R	L
CD22	CD22	R	L
CD163	CD163	R	L
ASGR1	ASGR1	R	L
ASGR2	ASGR2	R	L
ITGA9	ITGA9	R	L
ITGB1	ITGB1	R	L
F2RL2	F2RL2	R	L
PLAU	PLAU	R	L
PLAT	PLAT	R	L
C3	C3	R	L
TGFB1	TGFB1	R	L
ITGB2	ITGB2	R	L
MMP3	MMP3	R	L
BCL2	BCL2	R	L
ITGAM	ITGAM	R	L
IGF2R	IGF2R	R	L
F3	F3	R	L
MMP9	MMP9	R	L
ATP2A2	ATP2A2	R	L
FLT1	FLT1	R	L
F2R	F2R	R	L
MMP12	MMP12	R	L
MMP13	MMP13	R	L
F2RL1	F2RL1	R	L
PLAUR	PLAUR	R	L
PARD3	PARD3	R	L
F2RL3	F2RL3	R	L
PLGRKT	PLGRKT	R	L
MAP3K7	MAP3K7	R	L
ULK1	ULK1	R	L
EGFR	EGFR	R	L
REN	REN	R	L
MAS1	MAS1	R	L
ADRA2A	ADRA2A	R	L
SLC2A1	SLC2A1	R	L
PLCG1	PLCG1	R	L
EDNRA	EDNRA	R	L
PIK3R1	PIK3R1	R	L
NOS3	NOS3	R	L
AGTR1	AGTR1	R	L
STAT3	STAT3	R	L
PIK3CA	PIK3CA	R	L
MTNR1A	MTNR1A	R	L
GSK3B	GSK3B	R	L
AGTR2	AGTR2	R	L
HDAC4	HDAC4	R	L
CXCR4	CXCR4	R	L
LRP2	LRP2	R	L
PRKCE	PRKCE	R	L
PTK2	PTK2	R	L
SOS1	SOS1	R	L
PTK2B	PTK2B	R	L
GRM7	GRM7	R	L
PRKD1	PRKD1	R	L
HDAC2	HDAC2	R	L
PLCB1	PLCB1	R	L
HDAC5	HDAC5	R	L
GP1BA	GP1BA	R	L
GP1BB	GP1BB	R	L
GP5	GP5	R	L
GP9	GP9	R	L
EGFR	EGFR	R	L
F12	F12	R	L
RAF1	RAF1	R	L
ITGB2	ITGB2	R	L
CTSG	CTSG	R	L
ADRA2A	ADRA2A	R	L
ITGAM	ITGAM	R	L
ACE	ACE	R	L
NOS3	NOS3	R	L
BDKRB2	BDKRB2	R	L
CDH5	CDH5	R	L
SDC2	SDC2	R	L
BDKRB1	BDKRB1	R	L
MTNR1A	MTNR1A	R	L
PLAUR	PLAUR	R	L
PTK2	PTK2	R	L
GRM7	GRM7	R	L
GPR135	GPR135	R	L
RXFP4	RXFP4	R	L
CD93	CD93	R	L
PDGFRA	PDGFRA	R	L
PDGFRB	PDGFRB	R	L
JAK2	JAK2	R	L
EGFR	EGFR	R	L
NRAS	NRAS	R	L
KRAS	KRAS	R	L
ERBB2	ERBB2	R	L
LCK	LCK	R	L
FYN	FYN	R	L
ITGAV	ITGAV	R	L
YES1	YES1	R	L
LYN	LYN	R	L
IGF1R	IGF1R	R	L
MET	MET	R	L
HCK	HCK	R	L
FGR	FGR	R	L
FGFR1	FGFR1	R	L
SRC	SRC	R	L
INSRR	INSRR	R	L
FER	FER	R	L
FLT1	FLT1	R	L
S1PR1	S1PR1	R	L
FGFR2	FGFR2	R	L
JAK1	JAK1	R	L
PIK3R1	PIK3R1	R	L
FLT4	FLT4	R	L
KDR	KDR	R	L
STAT3	STAT3	R	L
PIK3CA	PIK3CA	R	L
BLK	BLK	R	L
PRKCD	PRKCD	R	L
SOS1	SOS1	R	L
LRP1	LRP1	R	L
PAK1	PAK1	R	L
STK11	STK11	R	L
SPHK1	SPHK1	R	L
EGFR	EGFR	R	L
ERBB2	ERBB2	R	L
ERBB4	ERBB4	R	L
ERBB3	ERBB3	R	L
TNFRSF11B	TNFRSF11B	R	L
PIK3CD	PIK3CD	R	L
PIK3R2	PIK3R2	R	L
CHEK1	CHEK1	R	L
NRP1	NRP1	R	L
BCKDK	BCKDK	R	L
IKBKB	IKBKB	R	L
PLD2	PLD2	R	L
LAMA5	LAMA5	R	L
ABCC3	ABCC3	R	L
PDPK1	PDPK1	R	L
PIP5K1C	PIP5K1C	R	L
ROCK2	ROCK2	R	L
DDAH2	DDAH2	R	L
NRAS	NRAS	R	L
KRAS	KRAS	R	L
LDLR	LDLR	R	L
TGFA	TGFA	R	L
TGFB1	TGFB1	R	L
TF	TF	R	L
ESR1	ESR1	R	L
RAF1	RAF1	R	L
ANXA1	ANXA1	R	L
PGR	PGR	R	L
ADRB2	ADRB2	R	L
IGF1R	IGF1R	R	L
HSP90AB1	HSP90AB1	R	L
MET	MET	R	L
PDGFRB	PDGFRB	R	L
AR	AR	R	L
FGFR1	FGFR1	R	L
IGF2R	IGF2R	R	L
SRC	SRC	R	L
BMP1	BMP1	R	L
EEF2	EEF2	R	L
INSRR	INSRR	R	L
PKM	PKM	R	L
MMP9	MMP9	R	L
EZR	EZR	R	L
ITGB4	ITGB4	R	L
PDGFRA	PDGFRA	R	L
FLT1	FLT1	R	L
PTPN1	PTPN1	R	L
PLCG1	PLCG1	R	L
SLC9A1	SLC9A1	R	L
FGFR2	FGFR2	R	L
ITGA6	ITGA6	R	L
JAK1	JAK1	R	L
FSHR	FSHR	R	L
ACAT1	ACAT1	R	L
CDK2	CDK2	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
EPHA2	EPHA2	R	L
NOS3	NOS3	R	L
NOS1	NOS1	R	L
AXL	AXL	R	L
OPRM1	OPRM1	R	L
BSG	BSG	R	L
FLT4	FLT4	R	L
KDR	KDR	R	L
MAP2K2	MAP2K2	R	L
IL6ST	IL6ST	R	L
STAT3	STAT3	R	L
PIK3CA	PIK3CA	R	L
PIK3CB	PIK3CB	R	L
MTOR	MTOR	R	L
FNTB	FNTB	R	L
CLK1	CLK1	R	L
GSK3A	GSK3A	R	L
GSK3B	GSK3B	R	L
CDK9	CDK9	R	L
BMX	BMX	R	L
MAPK12	MAPK12	R	L
SLC12A2	SLC12A2	R	L
TAS2R19	TAS2R19	R	L
RACK1	RACK1	R	L
SRPK2	SRPK2	R	L
DGCR2	DGCR2	R	L
LRP2	LRP2	R	L
PTK2	PTK2	R	L
PRKCD	PRKCD	R	L
SOS1	SOS1	R	L
EP300	EP300	R	L
ACACA	ACACA	R	L
PAK1	PAK1	R	L
PAK2	PAK2	R	L
GRIN2B	GRIN2B	R	L
ATM	ATM	R	L
ITGA7	ITGA7	R	L
PTK2B	PTK2B	R	L
CASP8	CASP8	R	L
PDK1	PDK1	R	L
PRKD1	PRKD1	R	L
RPS6KA1	RPS6KA1	R	L
STK11	STK11	R	L
PKN2	PKN2	R	L
MAPK14	MAPK14	R	L
CA9	CA9	R	L
KDM3B	KDM3B	R	L
SIRT2	SIRT2	R	L
PIK3R3	PIK3R3	R	L
LPP	LPP	R	L
NSD1	NSD1	R	L
RIOK2	RIOK2	R	L
SLK	SLK	R	L
RHBDL2	RHBDL2	R	L
CDK12	CDK12	R	L
CALY	CALY	R	L
PI4KB	PI4KB	R	L
HDAC6	HDAC6	R	L
BAZ2A	BAZ2A	R	L
EGFR	EGFR	R	L
ERBB2	ERBB2	R	L
IGF1R	IGF1R	R	L
PDGFRB	PDGFRB	R	L
FGFR1	FGFR1	R	L
INSRR	INSRR	R	L
PDGFRA	PDGFRA	R	L
FGFR2	FGFR2	R	L
ERBB3	ERBB3	R	L
PTPRD	PTPRD	R	L
STAT3	STAT3	R	L
GSK3A	GSK3A	R	L
GSK3B	GSK3B	R	L
ERBB4	ERBB4	R	L
H3BM21	H3BM21	R	L
ITGAV	ITGAV	R	L
ITGB3	ITGB3	R	L
ITGB1	ITGB1	R	L
ITGB6	ITGB6	R	L
ITGB8	ITGB8	R	L
PIK3CA	PIK3CA	R	L
PIK3R1	PIK3R1	R	L
ACVR1B	ACVR1B	R	L
TGFBR2	TGFBR2	R	L
TGFBR1	TGFBR1	R	L
ACVR1	ACVR1	R	L
ACVR1C	ACVR1C	R	L
TNFRSF11B	TNFRSF11B	R	L
MAP3K7	MAP3K7	R	L
TLR2	TLR2	R	L
ADAMTS4	ADAMTS4	R	L
EGFR	EGFR	R	L
PLAU	PLAU	R	L
NR3C1	NR3C1	R	L
ERBB2	ERBB2	R	L
APP	APP	R	L
P4HB	P4HB	R	L
DCN	DCN	R	L
THBS1	THBS1	R	L
MMP2	MMP2	R	L
MET	MET	R	L
FCGR3A	FCGR3A	R	L
HMOX1	HMOX1	R	L
CSF1	CSF1	R	L
AR	AR	R	L
CD28	CD28	R	L
SLC2A1	SLC2A1	R	L
VDR	VDR	R	L
CYP19A1	CYP19A1	R	L
CDK4	CDK4	R	L
SRC	SRC	R	L
F3	F3	R	L
MMP9	MMP9	R	L
VEGFA	VEGFA	R	L
PDGFRA	PDGFRA	R	L
ITGB5	ITGB5	R	L
SDC1	SDC1	R	L
CYP7A1	CYP7A1	R	L
PTGS1	PTGS1	R	L
RPS6KB1	RPS6KB1	R	L
CDK2	CDK2	R	L
KLRK1	KLRK1	R	L
MAPK3	MAPK3	R	L
LOX	LOX	R	L
MAPK1	MAPK1	R	L
EPHB2	EPHB2	R	L
NOS3	NOS3	R	L
AGTR1	AGTR1	R	L
SDC2	SDC2	R	L
NOS2	NOS2	R	L
PTGS2	PTGS2	R	L
ACVRL1	ACVRL1	R	L
PPARG	PPARG	R	L
STAT3	STAT3	R	L
MTOR	MTOR	R	L
PTGER2	PTGER2	R	L
MMP13	MMP13	R	L
MAPK8	MAPK8	R	L
MAP2K3	MAP2K3	R	L
CXCL12	CXCL12	R	L
PIK3CG	PIK3CG	R	L
GSK3B	GSK3B	R	L
MMP14	MMP14	R	L
CCR5	CCR5	R	L
LIMK2	LIMK2	R	L
F2RL1	F2RL1	R	L
SIK1	SIK1	R	L
PTEN	PTEN	R	L
CXCR4	CXCR4	R	L
MDM2	MDM2	R	L
TGFBR3	TGFBR3	R	L
MST1R	MST1R	R	L
PTK2	PTK2	R	L
ITK	ITK	R	L
EP300	EP300	R	L
PAK2	PAK2	R	L
ATM	ATM	R	L
MAPK14	MAPK14	R	L
IL17A	IL17A	R	L
VASN	VASN	R	L
CD109	CD109	R	L
SCD5	SCD5	R	L
SFTPA2	SFTPA2	R	L
SFTPA1	SFTPA1	R	L
ADAMTS16	ADAMTS16	R	L
CREBBP	CREBBP	R	L
GLG1	GLG1	R	L
LPP	LPP	R	L
MRGPRX3	MRGPRX3	R	L
NOX4	NOX4	R	L
HDAC6	HDAC6	R	L
IKBKB	IKBKB	R	L
CHUK	CHUK	R	L
SMPD2	SMPD2	R	L
LRP5	LRP5	R	L
LRP6	LRP6	R	L
ERBB2	ERBB2	R	L
NTRK1	NTRK1	R	L
APP	APP	R	L
TH	TH	R	L
NGFR	NGFR	R	L
PLCG1	PLCG1	R	L
MAPK3	MAPK3	R	L
PIK3R1	PIK3R1	R	L
MAPK1	MAPK1	R	L
STAT3	STAT3	R	L
PIK3CA	PIK3CA	R	L
MAPK8	MAPK8	R	L
MAPK9	MAPK9	R	L
GSK3B	GSK3B	R	L
IRAK1	IRAK1	R	L
MAPK10	MAPK10	R	L
CASP6	CASP6	R	L
MAP2K1	MAP2K1	R	L
SOS1	SOS1	R	L
MAP2K5	MAP2K5	R	L
ITPR1	ITPR1	R	L
NTRK2	NTRK2	R	L
TRPV1	TRPV1	R	L
SORCS2	SORCS2	R	L
EPB41L1	EPB41L1	R	L
MAGED1	MAGED1	R	L
AR	AR	R	L
GNRHR	GNRHR	R	L
CAMK2B	CAMK2B	R	L
GNRHR2	GNRHR2	R	L
CAMK2A	CAMK2A	R	L
REN	REN	R	L
TNF	TNF	R	L
MME	MME	R	L
NPR1	NPR1	R	L
NPR3	NPR3	R	L
NPR2	NPR2	R	L
LTK	LTK	R	L
NOS2	NOS2	R	L
HTR3A	HTR3A	R	L
ADCY1	ADCY1	R	L
PRKG1	PRKG1	R	L
AQP3	AQP3	R	L
AVPR2	AVPR2	R	L
OXTR	OXTR	R	L
AVPR1A	AVPR1A	R	L
GRIA1	GRIA1	R	L
AVPR1B	AVPR1B	R	L
SLC12A5	SLC12A5	R	L
RAMP2	RAMP2	R	L
RAMP3	RAMP3	R	L
